SiteCode,CaO_Mean,TP_Mean,Vol_ave,AtmCa,AtmNa,AtmNO3,AtmSO4,TMIN_WS,XWD_WS,RH_WS,PT_Tmin,AWC_soil,Db3rdbar,Kfact,Pct_Alfi,SOC,EVI_AveAve,Evergr_ave,alru_dom,Wb_mx_area,slpavg,GW_P_Sp_Mx,ER13,PPT_ACCUM,PPT_2MoAvg,DOY,Type,GIS_LAT,GIS_LONG
EPA01-S32,7.41,0.29,0.834,0.026,0.188,0.143,0.166,-41.3,158.7,69,-29,0.1597,0.9577,0.2734,0,9.3705,3324,0.977,0.1218,44727,0.2,43,N,108178.9,5312.4,206,REF,43.854167,-122.126983
EPA01-S33,7.57,0.3,0.7381,0.028,0.186,0.154,0.169,-60.4,160.3,70.4,-31,0.1265,1.0792,0.191,0,8.5566,2203,0.6978,0.0388,24541034,0.0633,57,N,115082.8,5343.7,208,REF,43.87315,-122.073917
EPA01-S38,7.07,0.28,0.794,0.035,0.287,0.298,0.287,-29.5,173.5,70,-27,0.1516,0.9361,0.2516,0,10.7169,3345,0.9652,0.4788,21025,0.1565,57,N,144217.9,9437.7,196,REF,45.267033,-121.941867
EPA01-S39,7.2,0.29,0.8429,0.035,0.286,0.294,0.285,-41.2,158.6,69.8,-28,0.1467,0.9722,0.2366,0,10.2515,3265,0.8972,0.2875,865086,0.1067,83,N,126945.2,7455.7,197,REF,45.2756,-121.942117
EPA01-S40,3.66,0.17,0.0584,0.03,0.17,0.278,0.276,-75.9,229.7,75.3,-44,0.1014,1.2167,0.1425,0,11.14,1819,0.5593,0.0091,743370,0.1947,6574,N,243102.3,7226.5,219,REF,47.630633,-121.30995
EPA01-S419,1.91,0.14,0,0.033,0.147,0.251,0.158,14,154.8,70.3,6,0.1273,1.3899,0.2367,0,9.4335,3468,0.8569,0.0147,5748,0.1594,98,N,179874.5,4505.7,206,REF,42.276933,-124.039917
EPA01-S42,3.63,0.17,0.0592,0.03,0.169,0.278,0.276,-54.7,218.9,74.8,-36,0.0988,1.2173,0.1366,0,11.1405,2293,0.7408,0.0415,1055992,0.2102,6289,N,217802.6,7580.3,218,REF,47.681,-121.388783
EPA01-S443,6.21,0.18,0,0.031,0.047,0.273,0.122,-39.7,128,70.7,-9,0.0977,1.442,0.1782,0,6.6183,3055,0.9466,0,1875,0.2502,30,N,66366.5,2583,188,REF,41.9829,-123.127223
EPA01-S455,7.77,0.3,0.9691,0.037,0.156,0.245,0.175,-43.1,134.6,72.5,-11,0.1658,0.9747,0.2645,0,7.4251,3240,0.9068,0.0298,15494,0.1651,38,N,73420.7,2580.6,192,REF,42.945083,-122.657817
EPA01-S457,5.19,0.23,1,0.035,0.28,0.297,0.289,-31.4,169.9,70.3,-34,0.14,0.88,0.2,0,7.8827,3869,0.9142,0.0615,0,0.1548,74,N,124680.9,5079,201,REF,45.787767,-121.799017
EPA01-S462-3,5.34,0.23,1,0.035,0.278,0.297,0.292,-33.7,194,69,-28,0.1675,0.9532,0.1301,0,7.7966,3513,0.9079,0.2648,30586,0.1804,70,N,154449.6,8476.3,199,REF,45.89045,-122.011367
EPA01-S463,6.87,0.27,1,0.035,0.281,0.297,0.289,-30,144,69,-33,0.13,1.06,0.2,0,8.0419,3766,0.9082,0.1728,0,0.1504,49,N,94800.5,4140.7,200,REF,45.729292,-121.694011
EPA01-S485,7.67,0.3,1,0.028,0.221,0.151,0.178,1,155,71,-7,0.1229,1.1948,0.2076,0,9.8016,3119,0.9846,0.3194,0,0.1689,35,N,85858.6,4312.2,207,REF,43.73885,-122.485967
EPA01-S496,7.57,0.3,0.8937,0.035,0.288,0.293,0.285,-36.9,175.1,70.7,-22,0.1479,0.9708,0.2428,0,10.6789,3513,0.9329,0.4244,87837,0.1508,62,N,137204.5,8376.8,195,REF,45.161917,-122.111133
EPA01-S503,6.77,0.27,0.9965,0.032,0.195,0.271,0.318,-70.5,168.7,71.4,-54,0.1556,0.9956,0.1946,0,11.1004,2571,0.9277,0.0175,207373,0.1389,43,N,95125.6,2095.1,216,REF,47.082217,-121.444067
EPA01-S504-4,4.82,0.16,0.3542,0.027,0.127,0.293,0.239,-38,212,71,-31,0.1587,0.978,0.1978,0,11.0672,2878,0.8153,0.0463,3313,0.1427,4467,N,205381.8,7735.8,220,REF,48.185183,-121.498767
EPA01-S507,5.41,0.19,0.3441,0.027,0.128,0.293,0.241,-86.8,222.7,70,-64,0.1088,1.1928,0.1479,0,11.1036,1900,0.5835,0.0091,197167,0.2069,458,N,270910.6,12450.6,221,REF,48.153817,-121.25485
EPA01-S509,8.05,0.2,0,0.026,0.122,0.295,0.237,-28.3,184.4,70.2,-13,0.12,1.1455,0.16,0,11.0933,2633,0.7608,0.0434,15565,0.2726,7039,N,183087.7,7241.3,222,REF,48.573283,-121.428333
EPA01-S774,5.22,0.23,1,0.034,0.259,0.286,0.3,-2.8,175.2,71.3,-4,0.1347,0.8853,0.2213,0,8.8937,4189,0.8293,0.3651,0,0.1532,92,N,167658.2,8736.4,198,REF,46.062167,-122.292
EPA01-S8,2.69,0.15,0,0.035,0.265,0.213,0.196,35,171,73,33,0.17,1.23,0.43,0,10.1369,4344,0.7779,0.0815,0,0.0896,93,N,188659,16251.5,177,REF,42.7095,-124.317117
EPA01-S823_3,1.09,0.12,0,0.036,0.321,0.194,0.211,20.1,158.8,72.4,19,0.15,1.1,0.17,0,8.1468,4133,0.8331,0.5163,0,0.1005,52,N,109015.5,8005.4,173,REF,43.128867,-123.82515
EPA01-S9,2.48,0.14,0,0.035,0.253,0.216,0.192,13.6,177.6,70.8,28,0.1566,1.2541,0.3737,0,9.475,4192,0.9437,0.1508,0,0.1591,97,N,176771.8,4568.3,183,REF,42.71847,-124.20611
epa03-107,11.12,0.22,0.1063,0.561,0.141,1.08,0.729,-101.9,88.3,50.9,-117,0.1064,1.3102,0.1863,0,6.3686,2207,0.0312,0,1075,0.1119,369,N,53979.2,5528.7,168,REF,40.085,-111.434
epa03-108,17.26,0.21,0.2462,0.478,0.18,1.041,0.705,-100.9,89.3,55.7,-110,0.1046,1.3005,0.3363,0,6.336,2564,0.1325,0,8515,0.1273,55,N,59384.2,5706.7,169,REF,40.405,-111.533
epa03-109,16.54,0.15,0.0023,0.538,0.146,1.073,0.722,-108.4,91.9,52.2,-89,0.0928,1.2965,0.2962,0,6.3911,2369,0.0666,0,3342,0.116,54,N,55195.5,5519.9,169,REF,40.171,-111.474
epa03-117,7.98,0.3,0.9351,0.036,0.334,0.243,0.274,-3.7,165.7,75.3,0,0.1614,1.2085,0.2685,9.2,9.9614,4160,0.5587,0.0907,316,0.0876,122,N,166604.9,1973.9,181,REF,45.569,-123.237
epa03-119,6.69,0.25,0.6959,0.036,0.353,0.23,0.27,-4.2,163.4,76,4,0.164,1.1005,0.2919,18,10.3961,4126,0.6519,0.3102,122395,0.0791,66,N,181864,2441.9,181,REF,45.444,-123.24
epa03-133,14.25,0.11,0,0.434,0.225,1.024,0.708,-103.7,109.7,52.8,-111,0.1013,1.3188,0.2667,21.3,6.7697,2312,0.1451,0,1360,0.1103,291,N,68431.3,2515,199,REF,41.288,-111.564
epa03-144,1.44,0.15,0,0.446,0.147,1.056,0.686,-148.9,102,52,-145,0.07,1.4923,0.1,0,6.0874,2327,0.7204,0,36522,0.1077,24,N,73796.8,4820.9,211,REF,40.622,-110.895
epa03-147,2.2,0.13,0,0.071,0.053,0.434,0.281,-100.3,144,62.8,-86,0.0983,1.2363,0.3543,0,9.9689,2749,0.9897,0,1257,0.0938,30,N,108920.3,2537.4,216,REF,45.911,-115.644
epa03-150,1.07,0.12,0,0.078,0.054,0.444,0.285,-102.7,148.8,62.3,-102,0.1399,1.2739,0.2934,0,10.3521,2899,0.9417,0,0,0.0739,31,N,105494.8,2654.3,217,REF,45.866,-115.425
epa03-154,1.05,0.12,0,0.082,0.056,0.449,0.286,-114,147.8,62,-105,0.1144,1.3116,0.2562,0,10.3818,3004,0.9862,0,0,0.1058,26,N,101436.5,2641.5,220,REF,45.867,-115.219
epa03-162,2.57,0.13,0,0.424,0.145,1.054,0.677,-164.6,109.6,52.1,-156,0.0897,1.4879,0.1887,0,6.0303,1865,0.6476,0,170756,0.1106,28,N,76568.8,4063,231,REF,40.818,-110.803
epa03-164,1.95,0.13,0,0.401,0.122,1.041,0.662,-171.4,91.3,49.1,-165,0.1112,1.3978,0.2839,1.8,5.3035,1907,0.6348,0,273872,0.0748,477,N,72717.6,5806.7,232,REF,40.924,-110.188
epa03-167,17.82,0.09,0,0.479,0.353,0.951,0.76,-116.4,127.4,54.8,-91,0.1129,1.3579,0.2876,0,6.7908,2006,0.4858,0,9478,0.1785,39,N,86445.6,3457.3,256,REF,41.978,-111.744
epa03-2003,5.15,0.16,0,0.206,0.054,0.879,0.688,-186,59.3,60.8,-178,0.1387,1.4191,0.3979,64.6,6.6637,1301,0.0004,0,96889,0.0126,7,N,42294.6,6457.5,179,REF,48.57786,-106.97792
epa03-2026,20.86,0.25,0,0.637,0.124,1.118,0.762,-121.7,79,51.2,-138,0.1021,1.3396,0.1114,0,6.4181,2400,0.4935,0,1493,0.1045,36,N,45356.8,1961.2,207,REF,39.95693,-111.21274
epa03-2030,8.03,0.12,0,0.449,0.222,1.018,0.707,-94.4,100.4,52.4,-102,0.1091,1.2754,0.1795,1.9,6.4292,2535,0.0964,0,0,0.1179,28,N,69411.4,2982.7,210,REF,40.7955,-111.68
epa03-2048,4.31,0.12,0,0.238,0.039,1.18,0.628,-102.3,83.7,54.6,-100,0.0961,1.5489,0.1194,71.7,5.1197,2544,0.8152,0,8441,0.0873,45,N,51374.1,4399,221,REF,40.52077,-105.25532
EPAR8-01,11.74,0.12,0,0.243,0.04,1.051,0.68,-150,94.2,56.8,-118,0.109,1.5884,0.2876,94.7,4.3351,2900,0.9005,0,3402017,0.0426,390,N,49538.2,8023,233,REF,44.054972,-103.404944
EPAR8-02,28.85,0.09,0.0265,0.241,0.04,1.04,0.676,-130.1,106.9,56.2,-114,0.1292,1.4415,0.37,100.4,4.286,3080,0.8955,0,93128,0.057,847,N,61783.5,7623.6,234,REF,44.416833,-103.880972
EPAR8-04,31.21,0.09,0,0.241,0.04,1.044,0.677,-135.2,110.2,57,-124,0.1359,1.4283,0.37,100,4.3389,3044,0.9741,0,3070,0.047,16,N,61178.9,8091,234,REF,44.268889,-103.846417
EPAR8-05,31.81,0.06,0,0.24,0.039,1.037,0.673,-178.2,105,59,-139,0.14,1.42,0.37,100.1,4.022,2957,0.8394,0,735,0.0325,16,N,54965.9,7085.3,235,REF,44.069944,-104.038722
EPAR8-06,28.86,0.08,0,0.241,0.039,1.041,0.675,-170.3,103.3,59.5,-140,0.14,1.42,0.37,100.5,4.1835,3042,0.9607,0,465,0.062,16,N,56380,7508.2,235,REF,44.14436111,-103.84575
EPAR8-A2,29.09,0.08,0,0.24,0.039,1.037,0.674,-133,105.6,55.6,-125,0.1276,1.4449,0.37,103.5,4.2446,3250,0.9249,0,1279,0.0448,17,N,61740.9,7358.4,234,REF,44.328472,-103.988611
EPAR8-A3,31.67,0.06,0,0.241,0.039,1.039,0.675,-149.8,108.6,57.6,-128,0.1397,1.4207,0.37,99.3,4.236,3082,0.9181,0,4369,0.0394,17,N,61652.8,7523.5,234,REF,44.294861,-103.875139
EPAR8-A4,4.34,0.13,0.0115,0.243,0.041,1.055,0.683,-128.1,97.5,57.2,-126,0.0955,1.6557,0.264,100.4,4.5234,3138,0.8701,0,27347,0.0303,517,N,51514,8532.8,235,REF,44.21125,-103.551361
EPAR8-A6,1.26,0.11,0,0.253,0.041,1.091,0.696,-104,80.1,57.4,-113,0.09,1.62,0.28,99.5,4.7959,2598,0.8708,0,97204,0.0361,13,N,42836.2,8420,236,REF,43.782194,-103.406222
EPAR8-A7,2.55,0.1,0,0.252,0.041,1.087,0.694,-108,82,57,-104,0.09,1.62,0.28,97.1,4.6944,2669,0.9531,0,1896,0.052,14,N,45044.3,8710,236,REF,43.828194,-103.457889
General,3.09,0.15,0,0.058,0.079,0.45,0.217,-65.1,94.3,57,-83,0.0539,1.5145,0.0761,0,6.4758,2722,0.7579,0.0741,42624,0.0642,41,N,116569.1,225.1,243,REF,39.04401,-120.14319
Hidden,3.89,0.17,0,0.069,0.067,0.516,0.245,-93.8,86,55,-75,0.06,1.5,0.05,0,5.9105,2501,0.5051,0.0299,0,0.1714,23,N,47484.2,317.8,211,REF,38.87197,-119.96403
Independence,2.73,0.16,0.3526,0.052,0.093,0.413,0.205,-86.5,88.2,55.7,-90,0.0936,1.2358,0.2364,44.9,6.5299,2704,0.6623,0.0612,2791583,0.0671,40,N,69058.1,348.4,194,REF,39.48595,-120.28104
Juniper,6.63,0.27,0.9926,0.058,0.073,0.434,0.207,-79.7,84.3,55,-83,0.1,1.3227,0.2835,98.1,5.8939,2831,0.7408,0.0303,4434,0.0796,45,N,50466.7,464.4,191,REF,39.35376,-120.05546
Lacey,5.13,0.22,0.493,0.05,0.102,0.408,0.206,-85.1,107.5,57.5,-86,0.0849,1.2308,0.1343,0,6.6791,2495,0.728,0.07,3186,0.0549,45,N,106089,720.6,193,REF,39.46409,-120.42566
LCBRB006.74,15.88,0.08,0,0.307,0.083,1.054,0.775,-63.7,81,46.3,-77,0.0805,1.4471,0.1635,97,5.6658,2859,0.9956,0,1723,0.0346,23,Y,90818.1,3098.7,139,REF,34.49441778,-111.1652028
LCPAD001.30,4.52,0.21,0.8055,0.293,0.071,1.043,0.882,-104.9,88.5,44.5,-106,0.1073,1.408,0.1927,77.8,5.1438,2612,0.6916,0,158180,0.078,49,Y,52675.1,3850.6,173,REF,33.91791667,-109.1506944
LCSLR001.42,6.19,0.28,0.8346,0.304,0.073,1.062,0.888,-117.3,94.2,44.9,-97,0.1022,1.3513,0.2803,83.4,5.0838,2215,0.6966,0,730072,0.0445,52,Y,60575.5,226.6,153,REF,34.07070444,-109.4096206
LCWLR001.23,5.21,0.24,1,0.296,0.075,1.059,0.887,-126.1,101.2,43,-115,0.0978,1.3888,0.2236,53.3,5.728,2433,0.8769,0,172791,0.0686,37,Y,76976.7,376.3,152,REF,33.98920944,-109.4646514
Lit.Truck.below,3.64,0.18,0.4418,0.051,0.099,0.409,0.206,-84.9,99.2,57.5,-87,0.0861,1.2655,0.1508,10.2,6.652,2619,0.6548,0.047,870135,0.0639,45,N,91047.3,662.4,194,REF,39.49326,-120.34596
Lit.Truck.perazzo,3.67,0.18,0.3875,0.051,0.1,0.409,0.206,-85.1,101.6,57.5,-83,0.0847,1.2828,0.1359,3.8,6.6615,2606,0.6478,0.0495,870135,0.0563,45,N,144760.3,315.1,244,REF,39.48501,-120.37285
Lit.Walker.lower,4.06,0.18,0.417,0.062,0.063,0.494,0.237,-101.8,75.8,57.6,-101,0.078,1.2802,0.1538,28.4,5.4497,1611,0.1228,0.0095,133149,0.1014,39,N,61846.7,591.8,189,REF,38.36064,-119.44339
MGLAS004.52,6.77,0.31,0.939,0.291,0.096,1.022,0.709,-22.4,57.7,48.3,-11,0.1431,1.3907,0.3679,55.9,4.0197,1591,0.1667,0,5097,0.0452,55,Y,58497.9,2584.8,119,REF,34.38375,-112.0251389
MGNWR054.26,6.89,0.32,1,0.286,0.109,1.028,0.753,-25.4,56,40.5,-22,0.1389,1.3976,0.3489,39.9,3.7213,1769,0.0897,0,11127,0.0701,57,Y,58776.9,7176.5,106,REF,34.06643194,-111.9412492
MT222052,24.65,0.11,0,0.132,0.04,0.574,0.389,-133.3,87.6,56.5,-120,0.1146,1.421,0.2,0,4.6675,2011,0.1512,0,0,0.0926,13,N,45682.7,5617.2,210,REF,46.99503,-111.48534
MT224909,27.31,0.09,0,0.132,0.04,0.576,0.391,-133.5,85,57,-122,0.1,1.46,0.2,0,4.6435,1981,0.0152,0,632,0.0795,12,N,42881,5480.2,212,REF,46.98793,-111.41024
NV196887,9.25,0.11,0,0.285,0.14,0.816,0.49,-99.5,101,47,-88,0.1095,1.3885,0.2364,0,2.6999,1598,0.1237,0,8772,0.1377,91,N,73010.2,2219.3,193,REF,40.7479,-115.36317
NV202758,9.98,0.11,0,0.273,0.134,0.802,0.477,-97,102.5,45,-114,0.11,1.39,0.24,0,2.6802,975,0.1966,0,46303,0.1306,56,N,74958.2,2080,206,REF,40.64761,-115.46502
NV315740,2.4,0.14,0.9951,0.105,0.081,0.594,0.294,-74.1,61,47.5,-104,0.11,1.3895,0.1027,0,2.1486,1410,0.2742,0,0,0.1124,16,N,48300.3,2031.6,183,REF,38.80562,-117.40482
NV323432,2.57,0.14,0.8463,0.134,0.083,0.654,0.329,-79,63,47,-90,0.11,1.39,0.1,0,2.1697,1588,0.2911,0,3843,0.1717,39,N,51948.6,2083.5,182,REF,38.78786,-116.8736
NV343320,5.42,0.12,0,0.314,0.105,0.948,0.531,-112.8,93,50,-100,0.1,1.24,0.28,0,2.4676,1847,0.5913,0,24241,0.146,109,N,61538.1,4150.7,188,REF,38.97387,-114.2536
NV379814,3.2,0.16,0.0631,0.066,0.079,0.507,0.242,-123.6,46.2,54.6,-78,0.0636,1.4712,0.1037,0,2.2027,1394,0.2369,0,0,0.1724,381,N,26694.8,1213,179,REF,37.81847,-118.23588
NV84955,3.12,0.18,0.8272,0.199,0.134,0.658,0.402,-103.3,92.2,55.3,-91,0.11,1.3816,0.24,0,6.6211,1802,0.4164,0,11424,0.153,57,N,63470.6,3077.2,200,REF,41.92636,-115.33009
ORDEQ11845,7.43,0.29,0.8633,0.036,0.375,0.214,0.268,1.2,200.9,78,2,0.1512,1.0794,0.3133,0,10.9769,4405,0.3885,0.9095,0,0.0902,863,N,198774.3,7917.5,274,REF,45.48088,-123.73368
ORDEQ11850,8.73,0.32,1,0.041,0.606,0.142,0.278,13.9,169,76,13,0.1845,0.9941,0.2866,0,10.9005,3950,0.8435,0.8248,0,0.1203,63,N,321633.4,4313,208,REF,44.1877,-124.09122
ORDEQ12268,5.15,0.22,0.9996,0.076,0.107,0.384,0.234,-72.3,89,63.5,-73,0.1211,1.339,0.2002,0,4.957,1439,0.12,0,122217,0.0644,239,N,76400.9,1327.7,260,REF,42.98364,-118.71815
ORDEQ12533,1.55,0.14,0,0.033,0.14,0.253,0.156,7.9,147.9,72.3,14,0.1536,1.2894,0.3583,0,9.4382,3848,0.8761,0.0165,0,0.1441,102,N,337059.3,1131.1,235,REF,42.19047,-124.09151
ORDEQ13231,7.17,0.29,1,0.035,0.287,0.298,0.287,-28.5,171.4,69.6,-27,0.1467,0.9033,0.24,0,10.7242,3353,1,0.9583,0,0.1659,49,N,208446.3,4983.3,195,REF,45.2619,-121.92068
ORDEQ13244,5.3,0.26,0.6793,0.032,0.258,0.173,0.194,-3.7,159.5,69.5,-6,0.13,1.1909,0.1626,0,8.046,3798,0.9395,0.2324,0,0.1092,46,N,202434.2,3991.3,252,REF,43.49055,-122.72469
ORDEQ21799,1.09,0.12,0,0.035,0.253,0.215,0.192,6,171,70,6,0.15,1.1,0.17,0,8.9343,3445,0.9614,0.9391,0,0.1759,56,N,245911.3,78.2,225,REF,42.76824,-124.02975
ORDEQ21814,3.39,0.09,0,0.033,0.125,0.256,0.151,-0.4,167.8,68.5,-5,0.103,1.3723,0.2412,0,8.9503,1937,0.4333,0.0018,0,0.1062,102,N,222866.8,5212.9,256,REF,42.17385,-123.91227
ORDEQ21819,7.72,0.3,0.8679,0.03,0.267,0.148,0.19,-7.1,169,71.2,1,0.1303,1.1652,0.2236,0,8.992,3887,0.9211,0.9883,0,0.1395,41,N,195701.8,3473.2,258,REF,43.82109,-122.76488
ORDEQ21831,1.09,0.12,0,0.038,0.487,0.154,0.25,8.5,134,73,8,0.15,1.1,0.17,0,8.7543,4120,0.7482,0.3835,0,0.055,34,N,162538.6,2103.6,221,REF,43.74854,-123.58457
ORDEQ21842,1.09,0.12,0,0.042,0.627,0.14,0.284,8,169,74.1,8,0.15,1.1,0.17,0,10.9619,4083,0.4036,0.9549,0,0.0406,54,N,314413.9,2219.9,243,REF,44.53929,-123.85332
ORDEQ21846,6.4,0.25,0,0.031,0.043,0.273,0.121,-28.8,126.3,69.3,-20,0.0837,1.4587,0.1763,0,6.3739,3188,0.9277,0.0146,110550,0.1606,31,N,125253.3,224.8,201,REF,42.14356,-122.71851
ORDEQ21847,1.4,0.14,0,0.033,0.135,0.255,0.155,11.1,135.5,73.3,17,0.165,1.2499,0.3754,0,9.5673,4115,0.8652,0.0238,0,0.1001,72,N,301734.2,2020.7,236,REF,42.05009,-124.09119
ORDEQ21848,3.03,0.1,0,0.033,0.124,0.257,0.15,1.7,157.6,69.3,-2,0.1099,1.3851,0.2304,0,9.3642,2549,0.6166,0.0127,0,0.1401,102,N,417996.9,3655.4,237,REF,42.04534,-123.98016
ORDEQ21853,8.85,0.33,0.9057,0.036,0.286,0.303,0.29,-41.6,195.5,70.8,-29,0.1215,1.0956,0.1779,0,9.0153,2952,0.848,0.0351,1756838,0.1041,74,N,359977.9,3474.7,250,REF,45.48103,-121.88868
ORDEQ21855,4.43,0.25,0.1515,0.026,0.203,0.14,0.172,-24.7,172,68.9,-25,0.1667,0.9411,0.2933,0,10.4096,4027,0.9888,0.2525,12475,0.1539,57,N,304840.5,5147.6,208,REF,44.51892,-122.1913
ORDEQ21865,8.61,0.32,0.9524,0.036,0.286,0.303,0.29,-33.7,192.2,70.2,-17,0.1283,0.9499,0.191,0,8.8838,3517,0.9106,0.391,263829,0.1723,75,N,339487.7,2932.3,251,REF,45.59537,-121.86972
ORDEQ21868,5.68,0.25,0.6169,0.032,0.277,0.211,0.233,-38.7,177.5,69,-36,0.1374,1.0274,0.2166,0,10.33,3096,0.9576,0.1119,52843,0.1059,10126,N,318853,3428.2,243,REF,44.84753,-122.073
ORDEQ21876,7.65,0.31,1,0.035,0.284,0.294,0.285,-57.6,163.8,69.5,-46,0.1193,1.0655,0.1519,0,8.9938,2381,0.8652,0.0237,0,0.1164,95,N,311877.5,1844.4,271,REF,45.39689,-121.59067
ORDEQ21884,8.83,0.33,0.9906,0.029,0.188,0.165,0.172,-62,161,68.8,-43,0.1246,1.0836,0.1855,0,9.0512,2531,0.9649,0.0229,28778,0.1818,53,N,223215,4262.2,229,REF,43.70004,-122.10088
ORDEQ22946,7.09,0.29,0.8724,0.033,0.283,0.232,0.248,-39.4,169.2,69,-35,0.1378,1.0235,0.2177,0,10.1803,2952,0.9623,0.2241,20060,0.1804,106,N,226604.2,883.2,234,REF,44.93045,-122.05389
ORDEQ23034,5.65,0.23,1,0.075,0.107,0.38,0.231,-72.6,92.8,63.5,-63,0.1196,1.3338,0.1868,0,5.0614,1419,0.1298,0,8949,0.0498,23,N,68554.7,1800.1,209,REF,42.84632,-118.78261
ORDEQ23830,3.34,0.11,0,0.035,0.272,0.21,0.197,17,153,70,16,0.12,1.2725,0.17,0,9.088,3776,0.9772,0.751,0,0.1639,51,N,176271.3,6902.5,181,REF,42.833,-124.10109
ORDEQ23832,3.17,0.14,0,0.036,0.328,0.196,0.214,23,139,72,21,0.17,1.23,0.43,0,10.0371,4555,0.1671,0.2169,0,0.0936,42,N,169308.4,971,265,REF,43.02058,-124.28189
ORDEQ23833,1.09,0.12,0,0.036,0.314,0.195,0.21,10.5,150,72,13,0.15,1.1,0.17,0,8.046,4403,0.9371,0.2956,0,0.0592,47,N,174687.8,2135.5,195,REF,43.09032,-123.74033
ORDEQ23838,1.74,0.13,0,0.04,0.55,0.147,0.265,10.4,147.5,74.8,12,0.1525,1.0764,0.1683,0,10.2716,4383,0.6756,0.6382,2363,0.0851,64,N,187849.3,3186.4,193,REF,43.87563,-123.82081
ORDEQ23840,5.69,0.24,0,0.035,0.193,0.234,0.175,3.9,121.7,71.2,0,0.1196,1.4168,0.198,0,6.6728,4079,0.8598,0.0137,704,0.1672,29,N,115573.6,1513.5,206,REF,42.65526,-123.57204
ORDEQ23847,7.27,0.29,1,0.025,0.194,0.134,0.166,-25.6,167.4,69,-16,0.1449,1.0378,0.248,0,10.3605,3764,0.8672,0.8796,5150,0.1629,111,N,202620.9,4885.8,192,REF,44.42754,-122.38619
ORDEQ23849,7,0.28,0.9105,0.032,0.284,0.207,0.233,-33.3,182.3,69.8,-20,0.1591,0.9506,0.2693,0,10.4955,3402,0.9584,0.4826,50326,0.1455,4303,N,269933.1,6177.4,207,REF,44.85315,-122.29003
ORDEQ23856,7.05,0.29,1,0.024,0.178,0.13,0.159,-33,162,67.6,-26,0.18,0.87,0.32,0,10.2708,3818,0.9966,0.0914,0,0.259,45,N,185460.5,4587.5,194,REF,44.02313,-122.1461
ORDEQ23867,7.55,0.3,0.902,0.024,0.174,0.128,0.157,-24.8,169.7,67.5,-21,0.1584,0.9651,0.2708,0,10.0356,3489,0.8944,0.1617,0,0.1596,595,N,232678.6,6036.8,195,REF,44.2321,-122.15895
ORDEQ23899,6.95,0.29,0.7861,0.03,0.27,0.167,0.206,-33.3,183.3,68.5,-16,0.1594,0.9801,0.2787,0,10.2075,3826,0.8895,0.5192,51335,0.1263,113,N,262285.6,914.2,243,REF,44.69876,-122.39721
ORDEQ23900,5.95,0.26,0.8472,0.029,0.246,0.146,0.184,-5,167,71,1,0.129,1.163,0.22,0,9.5139,3141,0.9826,0.9867,0,0.1744,79,N,157251.9,481.5,236,REF,43.8291,-122.67695
ORDEQ23901,7.39,0.3,1,0.035,0.287,0.294,0.285,-42.2,165,69.5,-33,0.1526,0.9614,0.2536,0,10.7081,3272,0.9305,0.1859,14355,0.1076,50,N,208282.3,3351.2,251,REF,45.23283,-121.8815
ORDEQ23903,7.78,0.31,1,0.024,0.179,0.131,0.159,-35.1,161.5,67.7,-27,0.1769,0.8866,0.3138,0,10.1653,3440,0.9524,0.1033,0,0.1759,503,N,183804.3,796.8,235,REF,44.01723,-122.15291
ORDEQ23911,6.22,0.26,0.7912,0.03,0.247,0.189,0.211,-52.1,165.6,66.2,-37,0.1369,0.9616,0.2277,0,9.7044,3173,0.8327,0.1013,48102,0.1696,4610,N,201440.1,865.4,243,REF,44.76983,-121.93993
ORDEQ23912,8.1,0.31,0.9258,0.029,0.19,0.162,0.172,-51.5,160.5,68.3,-27,0.1371,1.0395,0.2169,0,9.5037,2929,0.9314,0.1008,37878,0.1985,53,N,170796.5,591.6,243,REF,43.71478,-122.17709
ORDEQ23918,8.03,0.31,1,0.031,0.229,0.17,0.185,-12.1,155,72,-8,0.14,1.0833,0.24,0,9.5231,3508,0.8356,0.2287,0,0.1507,129,N,167878.1,561.2,235,REF,43.56562,-122.48786
ORDEQ23921,6.9,0.27,0.7223,0.027,0.187,0.147,0.167,-48.6,159.9,70.2,-23,0.1394,1.0564,0.2271,0,9.1614,2767,0.7836,0.1347,24541034,0.1009,168,N,170766.3,701.9,241,REF,43.88823,-122.28875
ORDEQ23924,3.93,0.23,0.5597,0.031,0.258,0.163,0.192,-17.4,176.5,73.5,-4,0.1467,1.0478,0.2533,0,8.9741,3856,0.9632,0.5782,0,0.1897,54,N,189731.5,460.8,235,REF,43.58841,-122.71048
ORDEQ23925,7.32,0.29,0.8237,0.026,0.188,0.142,0.166,-38,158.6,69,-28,0.1604,0.9573,0.2757,0,9.4038,3361,0.9777,0.1538,44727,0.2022,43,N,166364.9,682.8,241,REF,43.86306,-122.13559
ORDEQ23926,5.65,0.24,0.7446,0.024,0.178,0.131,0.159,-33.3,160.6,66.7,-13,0.1557,0.9706,0.263,0,9.755,3587,0.9605,0.0877,64270,0.1299,321,N,187651.4,869.3,235,REF,44.04191,-122.1951
ORDEQ24047,4.81,0.14,0,0.04,0.04,0.273,0.158,-95.3,128.6,56.5,-88,0.1465,1.2161,0.148,0,8.5835,2131,0.7802,0,96972,0.1661,34,N,75733.8,464.2,230,REF,44.88639,-118.10343
